BGGId,Name,YearPublished,GameWeight,BayesAvgRating,MinPlayers,MaxPlayers,MfgPlaytime,MfgAgeRec,Kickstarted,Cat:Thematic,Cat:Strategy,Cat:War,Cat:Family,Cat:CGS,Cat:Abstract,Cat:Party,Cat:Childrens
3534,Star Trader,1982,3.7317,5.70718,2,6,180,12,0,0,1,0,0,0,0,0,0
3535,Nightmare House,1983,3,5.51619,1,5,90,10,0,0,0,0,0,0,0,0,0
3538,Gnome Tribes,2001,1.5,5.47012,2,4,120,12,0,0,0,1,0,0,0,0,0
3540,Tic Tac Chec,1995,2.1667,5.50978,2,2,10,0,0,0,0,0,0,0,1,0,0
3543,Spider-Man,2002,2.25,5.51272,2,6,90,12,0,0,0,0,0,0,0,0,0
3547,Survival of the Witless,1997,1.7273,5.4456,3,8,60,12,0,1,0,0,0,0,0,0,0
3548,Assault on Hoth: The Empire Strikes Back,1988,2.209,5.81791,2,2,90,12,0,1,0,1,0,0,0,0,0
3549,Superpower,1986,2.1,5.41477,2,6,90,12,0,0,0,0,0,0,0,0,0
3552,Infinity,1974,1.6667,5.51406,2,4,60,10,0,0,0,0,0,0,0,0,0
3553,Close Action: The Age of Fighting Sail Vol. 1,1997,3.5,5.87736,2,30,240,12,0,0,0,1,0,0,0,0,0
3554,Rich Uncle,1946,1.3077,5.49612,3,5,30,8,0,0,0,0,0,0,0,0,0
3557,Steppe,1985,2.4,5.51341,2,2,20,10,0,0,0,0,0,0,1,0,0
3558,Quizzard,1987,1.6667,5.50913,3,6,30,8,0,0,0,0,0,0,0,0,0
3560,Ice War,1978,2.1538,5.52846,2,2,60,12,0,0,0,1,0,0,0,0,0
3561,Ram Speed: Naval Warfare in the Bronze Age,1980,1.9375,5.53726,2,2,90,11,0,0,0,1,0,0,0,0,0
3562,Theophrastus,2001,2.125,5.58355,2,5,30,10,0,0,1,0,0,0,0,0,0
3563,The Lord of the Rings: The Fellowship of the Ring,2001,2.8462,5.66663,2,2,90,12,0,0,0,1,0,0,0,0,0
3564,Programmer's Nightmare,1998,2.6667,5.50224,2,6,20,12,0,0,0,0,0,0,0,0,0
3565,Mordheim: City of the Damned,1999,3.0882,6.31415,2,6,60,10,0,1,0,1,0,0,0,0,0
3566,Thinking Man's Football,1966,2.3333,5.4926,2,2,90,0,0,0,0,0,0,0,0,0,0
3567,Roller Coaster Tycoon,2002,1.5588,5.6085,2,4,45,8,0,0,0,0,1,0,0,0,0
3568,Stage II,1985,1.9091,5.55891,2,2,90,0,0,0,0,0,0,0,0,0,0
3569,Robin Hood,1990,1.4,5.50804,2,6,60,8,0,0,0,0,0,0,0,0,0
3570,Chicken Cha Cha Cha,1997,1.1227,6.1485,2,4,20,4,0,0,0,0,0,0,0,0,1
3571,Spitfire: Tactical Aerial Combat in Europe 1939-42,1973,2.7778,5.5006,2,2,60,12,0,0,0,1,0,0,0,0,0
3572,Invasion: America – Death Throes of the Superpower,1976,3.1786,5.61211,2,5,240,12,0,0,0,1,0,0,0,0,0
3573,Napoleon at Waterloo,1971,1.9048,5.7406,2,2,30,10,0,0,0,1,0,0,0,0,0
3574,Tank! Armored Combat in the 20th Century,1974,2.75,5.47282,2,2,90,12,0,0,0,1,0,0,0,0,0
3575,The Plot to Assassinate Hitler,1976,2.8571,5.50313,2,2,300,12,0,0,1,1,0,0,0,0,0
3576,Operation Olympic: The Invasion of Japan 1 November 1945,1974,2.6667,5.55121,1,2,120,12,0,0,0,1,0,0,0,0,0
3577,Terrible Swift Sword: Battle of Gettysburg Game,1976,4.1667,5.82637,2,6,4200,12,0,0,0,1,0,0,0,0,0
3578,BattleBots: Kickbot Arena,2001,1.2,5.46274,2,2,10,8,0,0,0,0,0,0,0,0,0
3581,Lion of the North: The Dawn of Modern Warfare,1993,3.6842,5.55864,2,4,180,12,0,0,0,1,0,0,0,0,0
3584,World War 3: 1976-1984,1975,3.2667,5.4491,2,2,360,12,0,0,0,1,0,0,0,0,0
3585,Sorcerer: The Game of Magical Conflict,1975,2.68,5.4953,1,6,60,10,0,1,0,1,0,0,0,0,0
3586,Sherlock,1999,1.0923,5.69332,2,5,20,5,0,0,0,0,1,0,0,0,1
3590,Campaign Trail: The Game of Presidential Elections,1983,1.75,5.55882,2,6,60,12,0,0,0,0,0,0,0,0,0
3593,Star Wars: Star Warriors,1987,3.1746,5.80076,2,6,120,12,0,0,0,1,0,0,0,0,0
3594,Star Wars: Battle for Endor,1989,2.15,5.5513,1,1,60,12,0,1,0,1,0,0,0,0,0
3595,Squint,2002,1.3582,5.63507,3,8,30,12,0,0,0,0,0,0,0,1,0
3597,Strat-O-Matic Hockey,1978,2.2857,5.73448,2,2,90,11,0,1,0,0,0,0,0,0,0
3598,Tracks to Telluride,1994,3.3333,5.50178,2,6,120,13,0,0,0,0,0,0,0,0,0
3600,Fifth Frontier War,1981,3.0938,5.60502,2,4,360,12,0,0,0,1,0,0,0,0,0
3602,Kriegspiel,1970,1.9535,5.37056,2,2,120,12,0,0,0,1,0,0,0,0,0
3603,The Normandy Campaign,1983,2.8947,5.54255,2,2,240,12,0,0,0,1,0,0,0,0,0
3604,Mamba,2001,2.4,5.52923,2,4,30,9,0,0,0,0,0,0,1,0,0
3605,The Third World War: Battle for Germany,1984,3.4717,5.94533,2,2,360,12,0,0,0,1,0,0,0,0,0
3606,The Game of Shakespeare,1966,1.7692,5.45539,1,4,60,10,0,0,0,0,0,0,0,0,0
3608,Air Force,1976,3.2212,5.75867,1,2,60,12,0,0,0,1,0,0,0,0,0
3610,Word Power,1963,1.25,5.47241,2,8,60,10,0,0,0,0,0,0,0,0,0
3612,Pro Football Fantasm,1990,4.3333,5.53402,2,2,180,0,0,0,0,0,0,0,0,0,0
3613,Air Superiority,1987,3.9054,5.7006,1,6,240,12,0,0,0,1,0,0,0,0,0
3615,Agincourt: The Triumph of Archery over Armor,1978,2.875,5.52795,2,2,180,12,0,0,0,1,0,0,0,0,0
3616,BattleForce,1987,3.1765,5.53596,2,20,120,10,0,0,0,1,0,0,0,0,0
3617,Operation Pegasus,1980,3.2,5.52905,2,2,180,12,0,0,0,1,0,0,0,0,0
3618,The World at War,1990,3.3913,5.5651,2,5,180,12,0,0,0,1,0,0,0,0,0
3620,TrainSport: Austria,1996,2.6,5.5196,3,5,90,12,0,0,0,0,0,0,0,0,0
3622,eBay: The Card Game,2001,1.8333,5.48457,3,6,45,10,0,0,0,0,0,0,0,0,0
3623,Survivor,2000,1.25,5.36041,4,8,60,18,0,0,0,0,0,0,0,0,0
3625,DeathMaze,1979,1.6923,5.54623,1,6,90,10,0,1,1,0,0,0,0,0,0
3626,Demons,1979,2,5.4956,1,4,60,12,0,0,0,1,0,0,0,0,0
3627,Chaostle,2011,2.25,5.55697,2,8,120,10,0,1,0,0,1,0,0,0,0
3628,Freche Frösche,2002,1,5.5017,2,6,30,5,0,0,0,0,0,0,0,0,1
3629,Start Your Own Riot!,2002,1.3333,5.48328,2,6,30,0,0,0,0,0,0,0,0,0,0
3631,Flinke Flitzer,2000,1,5.49581,2,4,10,4,0,0,0,0,0,0,0,0,1
3632,Too Many Cooks,2002,1.4,5.8259,2,5,30,10,0,0,0,0,1,0,0,0,0
3633,Sid Meier's Civilization: The Boardgame,2002,3.6633,5.49508,2,6,360,12,0,0,1,0,0,0,0,0,0
3634,Iberos,2002,2.9,5.51136,2,2,360,12,0,0,0,1,0,0,0,0,0
3636,SongBurst 50's & 60's Edition,1990,1.1667,5.47493,3,0,30,18,0,0,0,0,0,0,0,0,0
3637,Triplanetary,1973,2.4348,5.61886,2,3,45,12,0,1,0,1,0,0,0,0,0
3639,Strange New Worlds,1978,3,5.50325,2,6,90,0,0,0,0,0,0,0,0,0,0
3640,Spy Ring,1965,1.5,5.46672,2,4,45,7,0,0,0,0,0,0,0,0,0
3641,Grand Imperialism,1978,2.2,5.55211,2,6,60,8,0,0,0,1,0,0,0,0,0
3643,Spellmaker,1978,1.8182,5.52256,2,4,45,10,0,0,0,0,0,0,0,0,0
3645,History of the Second World War,1985,2.5,5.44752,2,2,360,12,0,0,0,1,0,0,0,0,0
3646,Luftwaffe: The Game of Aerial Combat Over Germany 1943-45,1970,2.6606,5.52163,2,2,120,12,0,0,0,1,0,0,0,0,0
3649,Power Play,1981,1.6667,5.50335,2,4,60,8,0,0,0,0,0,0,0,0,0
3650,The Twilight War,1984,2.5455,5.4846,2,4,90,12,0,0,0,1,0,0,0,0,0
3655,The Settlers of Canaan,2002,2.3197,5.93827,2,4,60,7,0,0,0,0,1,0,0,0,0
3656,Score Four,1967,1.8,5.60593,2,4,30,8,0,0,0,0,0,0,1,0,0
3657,Redemption: City of Bondage,1996,1.9333,5.5161,1,4,45,8,0,0,0,0,0,0,0,0,0
3658,Cube Farm,2002,1.5333,5.53607,2,5,30,10,0,0,0,0,0,0,1,0,0
3661,Imperium: Empires in Conflict – Worlds in the Balance,1977,2.6438,5.81835,2,2,180,12,0,0,0,1,0,0,0,0,0
3662,BattleFleet Mars: Space Combat in the 21st Century,1977,3.2222,5.5878,2,2,120,12,0,0,0,1,0,0,0,0,0
3663,"Outreach: The Conquest of the Galaxy, 3000AD",1976,3.3438,5.59737,1,4,960,12,0,0,0,1,0,0,0,0,0
3664,Grand Mastermind,1974,2.9091,5.51378,2,2,10,8,0,0,0,0,0,0,0,0,0
3666,Raider!: A Tactical Game of Commerce Raiding in WWII,1981,3.2727,5.52835,2,6,90,12,0,0,0,1,0,0,0,0,0
3667,Star Fleet Battle Manual,1977,2,5.56089,2,8,90,12,0,0,0,0,0,0,0,0,0
3668,Tribbles Customizable Card Game,2000,1.5,5.49381,2,4,30,7,0,0,0,0,0,1,0,0,0
3669,Moon Base Clavius,1982,2.1667,5.5058,2,2,60,12,0,0,0,1,0,0,0,0,0
3670,Battlewagon,1981,2.4444,5.55116,2,6,60,10,0,0,0,1,0,0,0,0,0
3673,Hot Spot,1979,1.6667,5.4894,2,2,60,10,0,0,0,1,0,0,0,0,0
3674,Fast Attack Boats: A Game of the Arab-Israeli Naval War 1973,1980,2.4615,5.51896,2,3,180,12,0,0,0,1,0,0,0,0,0
3676,Global Pursuit,1987,1.8421,5.44279,2,6,60,10,0,0,0,0,1,0,0,0,0
3677,Ultimatum: A Game of Nuclear Confrontation,1979,3.05,5.50933,2,2,240,12,0,0,0,1,0,0,0,0,0
3679,Ramparts,1993,2.3429,5.61838,2,4,45,12,0,0,0,0,0,0,1,0,0
3682,Go For The Green,1973,1.7,5.49931,1,4,60,10,0,0,0,0,0,0,0,0,0
3685,Hammer of the Scots,2002,2.9768,6.91044,2,2,180,12,0,0,0,1,0,0,0,0,0
3686,Yu-Gi-Oh Millennium Game,2002,1.5,5.47587,2,4,30,8,0,0,0,0,0,0,0,0,1
3687,Picture Pursuit,1994,2,5.48184,4,99,45,13,0,0,0,0,0,0,0,0,0
3689,Think Alike,1992,1,5.49543,4,99,45,18,0,0,0,0,0,0,0,0,0
3691,Harvest of Death: The Second Day at Gettysburg,1989,2.3333,5.53964,1,2,90,12,0,0,0,1,0,0,0,0,0
3692,Firepower,1984,3.6795,5.6481,1,6,60,12,0,0,0,1,0,0,0,0,0
3693,Empires at War,1993,2.7778,5.50227,2,2,180,12,0,0,0,1,0,0,0,0,0
3694,Great Medieval Battles: Four Battles from the Middle Ages,1979,2.3077,5.57281,2,2,240,12,0,0,0,0,0,0,0,0,0
3696,Channel Surfing,1994,1.4,5.41271,2,99,30,12,0,0,0,0,0,0,0,0,0
3698,Clontarf,1993,2,5.49566,2,2,180,12,0,0,0,1,0,0,0,0,0
3699,Killer Bunnies and the Quest for the Magic Carrot,2002,1.8848,5.37817,2,8,45,12,0,0,0,0,1,0,0,0,0
3700,Monster Island,2002,1.6667,5.5382,2,2,45,8,0,0,0,0,0,0,0,0,0
3701,Smear,1999,1.1667,5.49606,2,6,30,6,0,0,0,0,0,0,1,0,0
3702,Topple,1983,1.1579,5.4049,2,4,20,6,0,0,0,0,1,0,0,0,1
3705,Contraband,1950,1.3636,5.53577,3,6,20,7,0,0,0,0,1,0,0,1,0
3706,Batik,1997,1.1154,5.59749,2,2,10,6,0,0,0,0,1,0,1,0,0
3707,Red Storm Rising,1989,2.6078,5.59799,2,4,60,12,0,0,0,1,0,0,0,0,0
3710,MBT,1989,3.7907,5.67546,2,6,240,10,0,0,0,1,0,0,0,0,0
3711,Flight Leader,1986,3.55,5.6587,2,8,180,12,0,0,0,1,0,0,0,0,0
3712,Tac Air,1987,3.25,5.6033,2,4,120,12,0,0,0,1,0,0,0,0,0
3715,Gregory Horror Show,2002,1.3333,5.4556,2,4,90,10,0,0,0,0,0,1,0,0,0
3716,Tractics,1975,4.0909,5.51949,2,2,90,12,0,0,0,1,0,0,0,0,0
3719,British Square,1978,1.25,5.47876,2,2,20,8,0,0,0,0,0,0,1,0,0
3720,Subbuteo,1947,1.8092,6.18168,2,2,20,6,0,1,0,0,1,0,0,0,0
3723,Peanut Butter & Jelly Card Game,1971,1,5.47197,2,4,20,4,0,0,0,0,0,0,0,0,1
3724,1809: Napoleon's Danube Campaign,1984,3.5,5.58569,2,2,240,12,0,0,0,1,0,0,0,0,0
3725,Qwitch,2002,1.0952,5.52279,2,8,10,7,0,0,0,0,0,0,0,0,1
3727,Carla Cat,1955,1.0204,5.54659,2,8,20,5,0,0,0,0,0,0,0,0,1
3728,Ker Plunk,1967,1.0396,5.14859,2,4,20,5,0,0,0,0,0,0,0,0,1
3730,Statis Pro Baseball,1971,2.1731,5.81713,1,2,20,10,0,1,0,0,0,0,0,0,0
3731,Stock Market Guru,1997,2.5625,5.51805,1,10,240,10,0,0,0,0,0,0,0,0,0
3736,Gooey Louie,1995,1,5.41638,2,8,10,7,0,0,0,0,0,0,0,0,0
3737,Operation,1965,1.1132,4.51131,1,6,10,6,0,0,0,0,0,0,0,0,1
3745,Bioviva,1996,1.7143,5.48555,2,6,60,10,0,0,0,0,0,0,0,0,0
3746,Star Trek Trivia Game,2000,2.1667,5.51365,2,4,60,12,0,0,0,0,0,0,0,0,0
3749,Sumo!,2000,1.2667,5.55709,2,2,20,12,0,0,0,0,1,0,0,0,0
3751,Palazzo Paletti,2002,1.1667,5.55805,2,4,60,8,0,0,0,0,0,0,0,0,0
3753,Estanciero,1937,2.3333,5.48031,3,6,60,8,0,0,0,0,0,0,0,0,0
3758,Triopoly,1997,1.9091,5.44257,2,8,240,10,0,0,0,0,0,0,0,0,0
3759,Make Your Own Opoly,1998,1.5,5.45661,2,6,60,12,0,0,0,0,0,0,0,0,0
3760,Trinity: Battleground,1997,2.6667,5.51061,2,2,60,11,0,0,0,0,0,0,0,0,0
3762,Mister Diamond,1993,1,5.48942,2,8,20,8,0,0,0,0,0,0,0,0,1
3765,Babylon 5 Wars,1997,3.6087,5.60482,2,2,60,10,0,0,0,1,0,0,0,0,0
3766,Second Front,1994,4.6,5.59426,2,2,1440,12,0,0,0,1,0,0,0,0,0
3771,Palabra,1990,2,5.56867,2,6,30,12,0,0,0,0,0,0,0,0,0
3772,Mystick Companion,2000,3,5.5277,2,5,30,12,0,0,0,0,0,0,0,0,0
3793,Pig Pong,1986,1,5.50848,2,4,10,6,0,0,0,0,0,0,0,0,1
3794,Legend of Zagor,1993,1.7,5.54879,1,4,60,0,0,0,0,0,0,0,0,0,0
3800,Himalaya,2002,2.5739,6.33725,3,4,60,8,0,0,1,0,0,0,0,0,0
3801,When Darkness Comes,2002,2.4583,5.50963,1,6,90,10,0,1,0,0,0,0,0,0,0
3804,Slamwich,1994,1.1,5.32854,2,6,20,6,0,0,0,0,0,0,0,0,1
3805,Domino Dice,2000,1,5.502,2,6,20,6,0,0,0,0,0,0,0,0,0
3806,UNO: Star Trek,1999,1.0588,5.53476,2,10,30,7,0,0,0,0,0,0,0,0,0
3807,Smokejumpers,1996,2.3333,5.55908,1,1,90,12,0,1,0,1,0,0,0,0,0
3812,"Breakout & Pursuit: The Battle for France, 1944",1972,2.6,5.52174,2,2,180,12,0,0,0,1,0,0,0,0,0
3814,Desert War: Tactical Warfare in North Africa,1973,3.125,5.50284,2,4,180,12,0,0,0,1,0,0,0,0,0
3815,"World War II: European Theater of Operations, 1939-45",1973,2.5833,5.5151,2,6,240,12,0,0,0,1,0,0,0,0,0
3818,Alias,1991,1.2637,5.59444,4,12,60,7,0,0,0,0,0,0,0,1,0
3820,Star Fleet Missions,1992,1.0909,5.41569,2,6,60,10,0,0,0,1,0,0,0,0,0
3825,Breakthrough,2001,2.3636,5.53909,2,2,10,8,0,0,0,0,0,0,1,0,0
3826,Unlur,2002,3,5.54759,2,2,20,0,0,0,0,0,0,0,1,0,0
3827,Creature Castle,1975,2,5.51672,2,4,30,8,0,0,0,0,0,0,0,0,0
3828,Locomotive Werks,2002,2.907,5.79803,3,5,120,12,1,0,1,0,0,0,0,0,0
3829,Trainsport: Switzerland,1997,3,5.51741,3,5,120,12,0,0,0,0,0,0,0,0,0
3830,Doctor Who: Battle for the Universe,1989,1,5.47773,2,4,45,10,0,0,0,0,0,0,1,0,0
3835,Turbo,1983,1.1111,5.46803,2,4,30,7,0,0,0,0,0,0,0,0,1
3836,Legend of the Burning Sands,1998,2.6667,5.6293,2,6,60,10,0,0,0,0,0,1,0,0,0
3837,Rat-a-Tat Cat,1995,1.1181,5.92019,2,6,10,6,0,0,0,0,1,0,0,0,1
3838,Firestorm,2001,3.3846,5.52898,2,6,60,12,0,0,0,0,0,1,0,0,0
3839,UNO Dominos,1986,1.5,5.45299,2,6,10,7,0,0,0,0,0,0,1,0,0
3840,RIFTS Collectible Card Game,2001,2.6667,5.46923,2,6,60,12,0,0,0,0,0,1,0,0,0
3841,Echelons of Fire,1995,1.8571,5.46118,2,2,60,12,0,0,0,0,0,1,0,0,0
3842,Wing Commander,1995,2,5.48889,2,2,10,10,0,0,0,0,0,1,0,0,0
3843,Tomb Raider Collectible Card Game,1999,2.0625,5.5433,1,4,45,10,0,0,0,0,0,1,0,0,0
3844,Pez,2000,1.5,5.50638,2,4,20,0,0,0,0,0,0,1,0,0,0
3845,Yahtzee Jr.,1988,1.1,5.39003,2,4,10,4,0,0,0,0,0,0,0,0,1
3846,Ghostly Galleon,1991,1.75,5.48264,2,4,45,7,0,0,0,0,0,0,0,0,1
3848,Ultimate Combat!,1995,2,5.49586,2,2,30,10,0,0,0,0,0,1,0,0,0
3849,Red Zone,1995,1.5,5.4766,2,2,60,0,0,0,0,0,0,1,0,0,0
3850,Galactic Empires,1994,2.4,5.47604,2,12,45,10,0,0,0,0,0,1,0,0,0
3851,Dune CCG,1997,3.4839,5.60585,2,8,60,0,0,0,0,0,0,1,0,0,0
3852,Star Trek Customizable Card Game,1994,2.7955,5.67921,2,2,45,10,0,0,0,0,0,1,0,0,0
3855,Crimson Skies,1998,2.9333,5.75677,2,2,180,12,0,0,0,1,0,0,0,0,0
3860,Wordsearch,1988,2.1538,5.55889,2,4,45,8,0,0,0,0,0,0,0,0,0
3863,007 James Bond: Live and Let Die,1985,1.25,5.49604,2,2,45,8,0,0,0,0,0,0,0,0,0
3864,Mechwarrior: Dark Age,2002,2.7073,5.69333,2,10,60,10,0,0,0,0,0,1,0,0,0
3867,The Hammer of Thor: The Game of Norse Mythology,1980,3.5,5.47916,1,362,120,12,0,0,0,0,0,0,0,0,0
3870,7 Ages,2004,3.9391,6.06378,2,7,480,14,0,0,1,0,0,0,0,0,0
3874,Ultimate Mastermind,1972,2.2727,5.61951,2,2,10,8,0,0,0,0,0,0,1,0,0
3883,4th Reich: Puremen vs. the Mutants for Control of the World,1985,2.1111,5.47746,1,2,120,12,0,0,0,1,0,0,0,0,0
3884,Mana Burn,1998,1,5.49116,2,8,45,10,0,0,0,0,0,0,0,0,0
3885,Gold Digger,1998,1.4286,5.51159,2,4,10,7,0,0,0,0,0,0,0,0,0
3886,Nine Men's Morris,-1400,1.8279,5.41292,2,2,20,6,0,0,0,0,0,0,1,0,0
3887,Stock Market Game,1963,1.9474,5.57142,2,8,180,10,0,0,0,0,0,0,0,0,0
3889,Ali Baba,2002,1,5.47031,2,4,30,5,0,0,0,0,0,0,0,0,1
3892,Star Blazers Fleet Battle System,1997,3.7143,5.52891,2,6,180,12,0,0,0,1,0,0,0,0,0
3893,Full Thrust,1992,2.5625,5.8667,2,6,120,12,0,1,0,1,0,0,0,0,0
3894,Brilliant Lances,1993,3,5.50091,2,6,120,12,0,0,0,1,0,0,0,0,0
3895,Silent Death,1990,2.7586,5.77011,2,8,120,10,0,0,0,1,0,0,0,0,0
3896,Struggle For The Throne: Star Trek III,1984,2.5,5.49865,2,6,60,12,0,0,0,1,0,0,0,0,0
3901,Sturm Nach Osten,1980,2.6923,5.55804,1,2,360,12,0,0,0,1,0,0,0,0,0
3908,Dr. Seuss Green Eggs and Ham Game,1996,1.125,5.44721,2,4,30,4,0,0,0,0,0,0,0,0,1
3909,Pirate's Treasure,2001,1.4,5.49225,2,4,45,7,0,0,0,0,0,0,0,0,1
3910,Harry Potter: Diagon Alley Board Game,2001,1.1538,5.47154,3,6,45,8,0,0,0,0,0,0,0,0,1
3914,Splat!,1990,1,5.50017,2,4,30,6,0,0,0,0,1,0,0,0,1
3915,Won Over,1983,1,5.49651,2,4,45,8,0,0,0,0,0,0,0,0,0
3916,How to Host a Murder: Roman Ruins,1996,2,5.51911,8,8,180,18,0,0,0,0,0,0,0,0,0
3918,Raiders of the Lost Ark Game,1981,1.25,5.50559,2,6,30,8,0,0,0,0,0,0,0,0,0
3919,Chute-5,1973,1,5.48708,2,4,30,0,0,0,0,0,0,0,0,0,0
3920,Monster Maker,1988,1,5.51604,2,6,30,0,0,0,0,0,0,0,0,0,0
3921,Street Illegal,2002,1.8154,5.53061,1,7,45,10,0,0,1,0,0,0,0,0,0
3924,Smart Mouth,2001,1.4667,5.5114,2,6,20,8,0,0,0,0,0,0,0,0,0
3925,Elefant Hunt,1984,1,5.5423,2,5,20,10,0,0,0,0,0,0,0,0,0
3931,Mare Nostrum,2003,2.9856,6.25658,3,5,120,10,0,0,1,0,0,0,0,0,0
3932,Interplay,1980,2,5.53989,2,2,20,8,0,0,0,0,0,0,1,0,0
3934,Bowling Dice,1999,1.0278,5.29177,1,10,10,6,0,0,0,0,0,0,0,0,0
3935,The Art of Siege,1978,3.2727,5.56312,2,2,240,12,0,0,0,0,0,0,0,0,0
3936,The Siege of Constantinople: The End of the Middles Ages,1978,2.9,5.53501,1,2,180,12,0,0,0,1,0,0,0,0,0
3937,Games of Art,1975,1.3333,5.52722,2,4,60,8,1,0,0,0,0,0,0,0,0
3941,Dragonriders of Pern,1983,2.6,5.48655,1,7,120,12,0,0,0,0,0,0,0,0,0
3944,The Honeymooners Game,1986,1,5.47531,2,6,45,10,0,0,0,0,0,0,0,0,0
3945,Forbidden Bridge,1992,1.4706,5.59329,2,4,10,7,0,0,0,0,0,0,0,0,1
3946,Pyramid,1978,1.5,5.50733,2,2,10,8,0,0,0,0,0,0,1,0,0
3947,Cannibal Pygmies in the Jungle of Doom,2002,1.3333,5.52496,2,6,20,12,0,0,0,0,0,0,0,0,0
3951,Octrix,1970,1.6667,5.50055,2,4,60,0,0,0,0,0,0,0,0,0,0
3954,Baseball Strategy,1960,1.7895,5.52157,2,2,90,12,0,0,1,0,0,0,0,0,0
3955,BANG!,2002,1.6334,6.36012,4,7,40,10,0,0,0,0,0,0,0,1,0
3958,Songburst: 70's & 80's Edition,1992,1.2143,5.50832,3,0,30,18,0,0,0,0,0,0,0,0,0
3965,Snapshot,1979,2.2143,5.56034,2,2,60,12,0,0,0,1,0,0,0,0,0
3966,The Succession Wars,1987,2.9667,5.58739,2,5,240,10,0,0,0,1,0,0,0,0,0
3967,Battlefleet Gothic,1999,2.9091,5.99337,2,4,180,12,0,1,0,1,0,0,0,0,0
3970,BattleTech Science Fiction Combat Book Game: SHD-2H Shadow Hawk,1987,1.9,5.51528,2,2,10,12,0,1,0,1,0,0,0,0,0
3972,Catan: Portable Edition,2002,2.2517,6.0636,3,4,90,10,0,0,1,0,1,0,0,0,0
3973,Footmania,1993,2,5.54496,2,4,120,8,0,0,0,0,0,0,0,0,0
3977,Strong Stuff!,2002,1,5.58176,2,6,20,5,0,0,0,0,0,0,0,0,1
3979,Wabanti,1974,2,5.52731,2,6,60,10,0,0,0,0,0,0,1,0,0
3983,Sabotage,1963,1.25,5.50729,2,4,30,10,0,0,0,0,0,0,1,0,0
3984,Tahiti,1995,2.1667,5.53327,2,4,45,10,0,0,0,0,0,0,0,0,0
3985,Crisis: Korea 1995,1992,4.3333,5.56306,2,4,360,12,0,0,0,1,0,0,0,0,0
3986,Battle for Germany,1975,2.1467,5.89592,2,4,180,12,0,0,0,1,0,0,0,0,0
3989,Remote Possibilities,2002,1.1667,5.50919,3,6,30,0,0,0,0,0,0,0,0,0,0
3990,Fact or Crap,2001,1.2,5.02662,3,8,30,12,0,0,0,0,0,0,0,1,0
3992,Advanced Tobruk,2002,4.1818,5.67981,2,2,180,10,0,0,0,1,0,0,0,0,0
3993,Necromancer,1982,2.5455,5.52675,2,2,60,12,0,0,0,1,0,0,0,0,0
3996,Sudden Death!,1978,1.8,5.50027,2,4,30,0,0,0,0,0,0,0,1,0,0
3998,Fortune,1976,2.2,5.54075,3,8,180,12,0,0,0,0,0,0,0,0,0
3999,Diabolo,1999,1.2,5.5042,2,6,20,10,0,0,0,0,1,0,0,0,0
4000,Scan,1970,1,5.50505,2,8,30,9,0,0,0,0,0,0,0,0,0
4001,Space Marine,1989,3.1458,5.77733,2,3,120,12,0,0,0,1,0,0,0,0,0
4004,Harry Potter and the Sorcerer's Stone Quidditch Card Game,2000,1.2778,5.31499,2,2,60,8,0,0,0,0,0,0,0,0,1
4008,Cobra: Game of the Normandy Breakout,1977,2.8,5.69551,2,2,480,12,0,0,0,1,0,0,0,0,0
4009,Breitenfeld,1976,2.0882,5.59637,2,2,120,12,0,0,0,1,0,0,0,0,0
4010,Bodyguard Overlord,1994,2.9286,5.52269,2,2,120,0,0,0,0,1,0,0,0,0,0
4011,Jerusalem,1975,2.6,5.5571,2,2,180,12,0,0,0,1,0,0,0,0,0
4012,"Army Group Center: June 22-28, 1941",1993,3.125,5.51792,1,2,300,12,0,0,0,1,0,0,0,0,0
4014,Dawn Patrol: Role Playing Game of WW I Air Combat,1982,2.4595,5.67891,2,52,60,12,0,0,0,1,0,0,0,0,0
4015,MacArthur's Return: Leyte 1944,1994,3.0714,5.52382,2,2,180,14,0,0,0,1,0,0,0,0,0
4016,"""Scratch One Flat Top!""",1995,3.2353,5.55369,2,4,180,12,0,0,0,1,0,0,0,0,0
4017,Charlemagne: Dark Ages in Europe,1998,3.1429,5.52826,2,2,120,12,0,0,0,1,0,0,0,0,0
4020,Race For Tunis,1992,2.5909,5.55869,2,2,120,12,0,0,0,1,0,0,0,0,0
4021,"Road to Richmond: The Peninsular Campaign, May-July, 1862",1977,1.9524,5.52459,2,2,120,12,0,0,0,1,0,0,0,0,0
4022,Diceball!,1991,1.5556,5.50045,2,2,45,8,0,1,0,0,1,0,0,0,0
4023,Frag Deadlands,2001,2,5.4882,2,6,60,14,0,0,0,0,0,0,0,0,0
4025,Lankhmar,1976,2,5.49773,2,4,240,12,0,0,0,1,0,0,0,0,0
4031,Jungle,0,1.8056,5.55058,2,2,20,6,0,0,0,0,0,0,1,0,0
4034,Triazzle,1998,1.5,5.48545,2,3,10,8,0,0,0,0,0,0,1,0,0
4035,Man Bites Dog,2002,1.1053,5.22059,2,6,10,8,0,0,0,0,1,0,0,1,0
4036,Anzio Beachhead,1969,3,5.51593,2,2,60,12,0,0,0,1,0,0,0,0,0
4037,"Raid! Commando Operations, in the 20th Century",1977,2.6522,5.47926,2,2,240,12,0,0,0,1,0,0,0,0,0
